index,O,F,M
1299,8.27E-173,2.83E-07,1.00E+00
1300,1.64E-76,1.00E+00,4.33E-10
1301,0.00E+00,1.00E+00,5.25E-21
1302,0.00E+00,1.00E+00,9.16E-80
1303,0.00E+00,1.74E-37,1.00E+00
1304,9.84E-237,1.00E+00,5.61E-13
1305,0.00E+00,5.00E-175,1.00E+00
1307,1.07E-104,3.14E-02,9.69E-01
1308,4.17E-65,1.00E+00,6.57E-06
1309,3.75E-109,1.00E+00,8.96E-10
1310,6.07E-68,1.00E+00,1.71E-09
1311,0.00E+00,1.57E-34,1.00E+00
1312,0.00E+00,1.00E+00,8.80E-109
1313,0.00E+00,3.88E-33,1.00E+00
1314,2.12E-61,8.91E-03,9.91E-01
1315,8.76E-125,1.00E+00,1.03E-08
1316,5.85E-161,1.68E-08,1.00E+00
1317,3.98E-69,1.00E+00,4.34E-08
1318,1.64E-36,2.84E-07,1.00E+00
1319,0,0.87471037 ,0.12528963
1320,0.00E+00,8.00E-23,1.00E+00
1322,0.00E+00,8.89E-39,1.00E+00
1323,0.00E+00,1.00E+00,8.64E-62
1324,0,0,1
1325,0.00E+00,1.00E+00,1.17E-32
1326,5.95E-102,6.22E-01,3.78E-01
1327,1.90E-56,3.00E-04,1.00E+00
1328,3.60E-45,9.98E-01,1.87E-03
1329,3.60E-99,3.88E-01,6.12E-01
1330,0.00E+00,5.18E-13,1.00E+00
1331,0.00E+00,1.00E+00,7.33E-201
1332,8.46E-128,7.59E-09,1.00E+00
1333,7.48E-208,1.00E+00,2.48E-04
1334,8.09E-288,1.00E+00,5.33E-23
1335,0.00E+00,1.30E-128,1.00E+00
1337,0.00E+00,1.96E-61,1.00E+00
1338,4.50E-90,1.37E-10,1.00E+00
1339,9.00E-51,1.00E+00,6.03E-05
1340,1.87E-114,3.40E-104,1.00E+00
1341,6.85E-94,1.00E+00,1.53E-08
1342,0.00E+00,1.00E+00,2.64E-154
1343,3.82E-241,1.00E+00,7.81E-37
1344,4.04E-48,7.18E-06,1.00E+00
1345,1.29E-63,8.57E-01,1.43E-01
1346,5.27E-121,1.00E+00,1.72E-07
1347,4.92E-71,1.12E-05,1.00E+00
1348,8.21E-288,8.52E-38,1.00E+00
1349,9.87E-190,1.00E+00,4.32E-09
1350,0.00E+00,1.00E+00,1.13E-32
1351,0.00E+00,2.25E-33,1.00E+00
1352,0.00E+00,1.51E-225,1.00E+00
1353,5.90E-122,2.84E-06,1.00E+00
1354,9.99E-237,1.00E+00,1.22E-09
1355,0.00E+00,5.64E-214,1.00E+00
1356,2.77E-23,3.31E-02,9.67E-01
1357,0.00E+00,1.05E-45,1.00E+00
1358,0.00E+00,1.00E+00,4.77E-35
1359,1.27E-260,5.66E-27,1.00E+00
1360,0.00E+00,1.00E+00,7.41098469e-323
1361,2.38E-139,4.00E-19,1.00E+00
1362,0,0,1
1363,1.33E-233,8.65E-01,1.35E-01
1364,0.00E+00,5.45E-23,1.00E+00
1365,0.00E+00,1.00E+00,7.63E-151
1366,0.00E+00,6.31E-96,1.00E+00
1368,0.00E+00,1.01E-113,1.00E+00
1369,1.43E-51,6.04E-13,1.00E+00
1370,1.26E-183,1.00E+00,1.92E-06
1371,1.77E-73,1.28E-15,1.00E+00
1372,0.00E+00,1.00E+00,1.92E-30
1373,3.83E-64,1.14E-01,8.86E-01
1374,1.12E-53,1.68E-03,9.98E-01
1375,3.69E-188,1.77E-18,1.00E+00
1376,2.95E-71,1.00E+00,6.83E-10
1377,1.32153222e-317,3.89E-174,1.00E+00
1378,0.00E+00,1.00E+00,2.28E-82
1379,2.38E-14,1.22E-11,1.00E+00
1381,2.61E-35,6.93E-01,3.07E-01
1382,9.51E-168,1.72E-18,1.00E+00
1383,0.00E+00,1.00E+00,4.31E-292
1384,9.61E-187,5.95E-09,1.00E+00
1385,0.00E+00,2.42E-205,1.00E+00
1386,5.12E-138,1.00E+00,7.94E-10
1387,0.00E+00,1.00E+00,4.21E-40
1388,9.99E-282,1.53E-51,1.00E+00
1389,7.86E-69,1.28E-07,1.00E+00
1390,2.26E-88,1.00E+00,9.96E-19
1391,0,0,1
1392,0.00E+00,4.72E-103,1.00E+00
1393,5.44E-70,1.00E+00,9.16E-20
1394,3.32E-121,1.65E-17,1.00E+00
1396,7.58189632e-317,7.23E-24,1.00E+00
1397,5.07E-120,1.00E+00,8.50E-14
1398,1.30E-59,4.53E-09,1.00E+00
1399,0,0,1
1400,0.00E+00,1.00E+00,3.45E-58
1401,0,1,0
1402,0.00E+00,5.98E-32,1.00E+00
1403,0.00E+00,1.00E+00,2.58E-17
1404,7.33E-229,1.00E+00,1.01E-14
1405,0.00E+00,3.23E-18,1.00E+00
1406,3.00E-47,5.75E-02,9.42E-01
1407,3.52E-86,1.00E+00,1.63E-08
1408,2.49E-68,1.00E+00,1.99E-04
1409,4.95E-189,0.00E+00,1.00E+00
1410,5.63E-194,3.96E-34,1.00E+00
1411,0.00E+00,1.49E-11,1.00E+00
1412,2.91E-158,1.98E-20,1.00E+00
1413,1.82E-41,1.40E-05,1.00E+00
1414,0.00E+00,1.00E+00,3.78E-167
1415,8.16E-183,4.75E-15,1.00E+00
1417,0.00E+00,1.00E+00,6.82E-30
1419,5.22E-157,1.49E-14,1.00E+00
1420,2.67E-96,2.27E-02,9.77E-01
1421,1.25E-157,1.19E-35,1.00E+00
1422,2.96E-174,1.10E-20,1.00E+00
1423,1.38E-67,1.03E-06,1.00E+00
1424,8.56E-66,1.09E-03,9.99E-01
1426,0.00E+00,3.07E-41,1.00E+00
1427,9.23E-201,6.32E-15,1.00E+00
1428,1.13E-24,1.05E-10,1.00E+00
1429,7.67E-59,3.73E-01,6.27E-01
1430,0.00E+00,1.00E+00,6.96E-71
1431,0.00E+00,1.01E-43,1.00E+00
1432,0.00E+00,1.00E+00,1.59E-55
1433,1.86E-72,2.84E-01,7.16E-01
1434,0,0,1
1435,3.22E-123,1.00E+00,1.79E-55
1436,2.95E-80,6.63E-08,1.00E+00
1438,2.07E-129,2.16E-47,1.00E+00
1439,1.32E-259,2.55E-05,1.00E+00
1440,0.00E+00,5.71E-119,1.00E+00
1441,0.00E+00,1.00E+00,6.23E-10
1442,1.03E-160,1.00E+00,5.28E-12
1443,1.08E-38,1.66E-11,1.00E+00
1444,3.46E-281,1.54E-54,1.00E+00
1445,1.74E-127,5.30E-18,1.00E+00
1446,0.00E+00,2.04E-37,1.00E+00
1447,4.30E-44,4.68E-10,1.00E+00
1448,8.82E-80,1.00E+00,1.17E-06
1449,0.00E+00,4.38E-56,1.00E+00
1450,0.00E+00,1.00E+00,2.74E-64
1451,2.30E-100,9.94E-01,5.99E-03
1452,4.33E-45,1.24E-08,1.00E+00
1453,2.37E-190,1.00E+00,1.19E-13
1454,8.38E-306,5.02E-14,1.00E+00
1455,2.96E-179,6.41E-16,1.00E+00
1456,0.00E+00,7.37E-44,1.00E+00
1457,8.34E-190,2.85E-09,1.00E+00
1458,0.00E+00,1.00E+00,3.41E-54
1459,2.29E-91,4.88E-10,1.00E+00
1460,5.49E-286,1.44E-35,1.00E+00
1461,1.19E-93,4.42E-06,1.00E+00
1463,1.98E-92,7.05E-02,9.30E-01
1464,0.00E+00,1.00E+00,1.05E-212
1465,0.00E+00,1.00E+00,1.95E-34
1466,4.52E-236,3.86E-12,1.00E+00
1467,0.00E+00,1.00E+00,4.19E-169
1468,5.57E-306,4.10E-32,1.00E+00
1469,3.30E-246,1.00E+00,4.67E-11
1470,7.30E-82,1.00E+00,3.92E-07
1471,6.58E-28,9.39E-01,6.13E-02
1472,0.00E+00,1.00E+00,5.39E-25
1473,9.56E-103,9.02E-18,1.00E+00
1474,6.14E-54,1.00E+00,7.13E-07
1475,2.91E-102,1.98E-09,1.00E+00
1476,7.24E-125,1.91E-08,1.00E+00
1477,1.42E-76,4.15E-04,1.00E+00
1478,0.00E+00,1.00E+00,2.72E-99
1479,3.63E-56,1.00E+00,1.17E-06
1480,0.00E+00,1.17E-58,1.00E+00
1481,0.00E+00,1.00E+00,2.58E-148
1482,0.00E+00,2.29E-98,1.00E+00
1483,5.77E-21,4.14E-02,9.59E-01
1484,1.36E-210,1.00E+00,7.41E-17
1485,8.51E-78,1.21E-01,8.79E-01
1486,2.53E-273,9.77E-01,2.32E-02
1487,9.74E-122,2.23E-05,1.00E+00
1488,5.56E-64,1.00E+00,1.33E-06
1489,0.00E+00,3.01E-04,1.00E+00
1490,0.00E+00,1.00E+00,9.56E-29
1491,1.02E-141,1.00E+00,1.89E-08
1492,8.38180756e-312,1.00E+00,2.80E-31
1493,1.00E+00,3.03E-14,3.40E-19
1494,9.22E-75,3.37E-10,1.00E+00
1495,1.65E-218,3.71E-08,1.00E+00
1496,0.00E+00,4.29E-38,1.00E+00
1497,0.00E+00,1.00E+00,3.03E-37
1498,1.93E-188,1.00E+00,3.28E-13
1499,2.26E-109,1.65E-14,1.00E+00
1500,6.28E-60,1.00E+00,4.32E-04
1501,4.74E-92,1.00E+00,4.03E-06
1502,1.55E-79,6.01E-07,1.00E+00
1503,1.76E-102,3.57E-05,1.00E+00
1504,0.00E+00,1.00E+00,1.20E-106
1505,0.00E+00,5.95E-30,1.00E+00
1506,0,0,1
1507,3.97E-156,4.81E-07,1.00E+00
1508,0.00E+00,1.00E+00,1.34E-38
1509,0.00E+00,1.00E+00,5.04E-81
1511,2.07E-248,1.00E+00,1.11E-22
1512,3.16E-296,2.33E-63,1.00E+00
1513,3.82E-85,9.99E-01,1.32E-03
1514,1.75E-59,1.67E-03,9.98E-01
1515,0.00E+00,1.00E+00,9.05E-35
1516,8.02E-102,4.78E-13,1.00E+00
1517,0.00E+00,1.00E+00,3.47E-25
1518,0.00E+00,1.00E+00,2.83E-157
1519,0.00E+00,3.48E-294,1.00E+00
1521,0.00E+00,1.00E+00,1.48E-282
1522,8.45E-98,1.00E+00,7.62E-09
1523,0.00E+00,2.77E-58,1.00E+00
1524,2.77347703e-318,1.00E+00,1.03E-26
1525,3.23E-45,2.85E-01,7.15E-01
1526,0,1,0
1527,0.00E+00,2.79E-106,1.00E+00
1528,5.71E-303,1.00E+00,1.19E-44
1529,0.00E+00,4.80E-25,1.00E+00
1530,4.20E-147,2.85E-22,1.00E+00
1531,0.00E+00,1.35E-04,1.00E+00
1532,1.67E-72,5.10E-02,9.49E-01
1533,1.83E-61,3.92E-05,1.00E+00
1534,4.50E-116,1.00E+00,8.70E-11
1535,0,1,0
1536,0.00E+00,1.00E+00,4.96E-198
1537,2.20E-71,5.86E-04,9.99E-01
1538,1.44E-80,1.00E+00,1.90E-39
1539,2.81E-52,1.00E+00,7.92E-06
1540,8.94E-193,2.09E-07,1.00E+00
1541,1.32E-198,1.00E+00,2.37E-19
1542,1.44E-87,2.98E-11,1.00E+00
1543,0.00E+00,1.00E+00,1.93E-128
1545,6.26E-125,2.75E-50,1.00E+00
1546,0.00E+00,3.83E-227,1.00E+00
1547,0.00E+00,3.87E-78,1.00E+00
1548,0.00E+00,8.58E-20,1.00E+00
1549,0.00E+00,4.89E-30,1.00E+00
1550,2.64E-219,1.00E+00,4.66E-39
1551,3.69E-177,9.98E-01,1.73E-03
1552,0.00E+00,1.00E+00,6.88E-61
1553,6.48E-204,1.00E+00,2.93E-19
1554,0.00E+00,1.99E-26,1.00E+00
1555,3.01E-57,9.95E-01,4.85E-03
1556,1.92E-15,9.74E-01,2.59E-02
1557,1.60E-92,1.00E+00,1.48E-10
1558,2.14E-163,7.67E-37,1.00E+00
1559,1.43E-243,8.82E-10,1.00E+00
1560,0.00E+00,1.00E+00,5.90E-47
1561,1.66E-153,1.56E-17,1.00E+00
1562,7.15E-176,1.00E+00,3.14E-44
1563,1.45E-18,1.42E-08,1.00E+00
1564,0.00E+00,7.68E-170,1.00E+00
1565,1.85E-106,4.14E-04,1.00E+00
1566,2.14E-111,9.43E-01,5.65E-02
1567,1.25E-241,4.02E-07,1.00E+00
1568,5.86E-140,1.00E+00,1.87E-08
1569,4.88E-96,1.00E+00,2.22E-07
1570,0.00E+00,1.00E+00,4.62E-59
1571,1.37E-189,1.09E-53,1.00E+00
1572,1.42E-81,1.00E+00,2.80E-09
1573,0.00E+00,1.00E+00,0.00E+00
1574,3.24E-248,4.71E-23,1.00E+00
1575,1.09E-159,1.00E+00,6.15E-18
1576,4.91E-111,2.86E-05,1.00E+00
1577,0.00E+00,1.00E+00,2.07E-87
1578,1.27E-44,1.81E-30,1.00E+00
1579,2.03060980e-321,1.00E+00,9.92E-27
1580,0.00E+00,1.72E-12,1.00E+00
1581,5.66E-280,1.00E+00,8.72E-14
1582,5.45E-100,1.00E+00,6.41E-09
1583,2.20E-137,1.04E-01,8.96E-01
1584,3.77E-127,1.00E+00,2.54E-09
1585,0.00E+00,1.11E-92,1.00E+00
1586,2.03E-113,1.29E-01,8.71E-01
1588,1.35E-97,1.00E+00,4.47E-14
1589,1.61E-241,2.83E-26,1.00E+00
1590,1.52E-136,4.08E-01,5.92E-01
1591,1.95E-61,9.91E-01,8.83E-03
1592,2.78E-72,1.00E+00,3.95E-08
1593,4.99E-83,1.00E+00,8.01E-06
1594,2.82E-79,1.00E+00,6.62E-12
1595,2.42E-128,7.26E-02,9.27E-01
1596,4.14E-103,1.00E+00,3.32E-04
1597,0.00E+00,1.97E-15,1.00E+00
1598,2.07E-118,1.00E+00,5.59E-10
1599,2.72E-90,6.30E-02,9.37E-01
1600,2.07E-22,9.88E-01,1.22E-02
1601,6.28E-217,1.00E+00,4.89E-20
1602,6.73E-255,1.00E+00,6.40E-11
1603,7.43E-116,9.31E-01,6.94E-02
1604,5.77E-96,1.38E-09,1.00E+00
1605,0.00E+00,4.97E-66,1.00E+00
1607,0.00E+00,6.26E-04,9.99E-01
1608,9.77E-43,1.00E+00,1.52E-14
1609,4.46E-97,1.18E-07,1.00E+00
1610,1.16E-167,8.23E-01,1.77E-01
1611,1.14E-79,1.82E-09,1.00E+00
1612,1.34E-50,1.00E+00,1.22E-05
1614,0.00E+00,1.00E+00,1.45749366e-320
1615,1.89E-119,1.00E+00,7.66E-06
1616,0.00E+00,9.91E-33,1.00E+00
1617,0.00E+00,4.37E-226,1.00E+00
1618,0.00E+00,1.00E+00,3.59E-27
1619,5.50E-78,3.38E-23,1.00E+00
1620,2.72E-139,3.01E-14,1.00E+00
1621,1.94E-210,8.53E-27,1.00E+00
1622,0,1,0
1623,0.00E+00,1.05E-96,1.00E+00
1624,8.23E-158,1.75E-16,1.00E+00
1625,2.33E-58,5.05E-01,4.95E-01
1626,4.21E-200,1.00E+00,8.21E-17
1627,0.00E+00,1.00E+00,5.91E-35
1628,2.75E-237,1.00E+00,4.44E-09
1629,0.00E+00,4.14E-170,1.00E+00
1630,2.08E-147,6.08E-38,1.00E+00
1631,1.27E-237,7.41E-73,1.00E+00
1632,4.62E-143,1.00E+00,7.88E-12
1634,8.67E-69,1.00E+00,5.40E-09
1635,0.00E+00,2.78E-50,1.00E+00
1636,3.72E-224,2.08E-26,1.00E+00
1638,0.00E+00,1.65E-78,1.00E+00
1639,1.37E-223,1.00E+00,2.70E-24
1641,4.96E-44,2.07E-07,1.00E+00
1642,0.00E+00,9.93E-52,1.00E+00
1643,2.52E-141,9.96E-01,3.60E-03
1644,1.09E-159,1.00E+00,2.27E-12
1645,0.00E+00,1.00E+00,1.45E-261
1646,0.00E+00,1.00E+00,2.74E-119
1647,0.00E+00,1.40E-24,1.00E+00
1648,1.12E-73,3.51E-24,1.00E+00
1649,0.00E+00,7.32E-35,1.00E+00
1650,0.00E+00,1.00E+00,3.69E-105
1651,2.08E-80,1.00E+00,7.38E-07
1652,4.37E-14,4.33E-05,1.00E+00
1653,7.80E-138,2.36E-05,1.00E+00
1655,2.00E-116,1.00E+00,3.23E-12
1656,1.60E-260,2.16E-22,1.00E+00
1657,9.00E-36,9.99E-01,5.51E-04
1658,0.00E+00,7.55E-27,1.00E+00
1659,1.52E-47,1.00E+00,1.35E-14
1660,7.42E-28,3.61E-07,1.00E+00
1661,2.43E-86,1.93E-08,1.00E+00
1662,7.80E-288,1.00E+00,1.78E-27
1663,4.48E-156,6.86E-17,1.00E+00
1664,5.53E-127,1.00E+00,1.03E-07
1665,4.60E-196,1.19E-40,1.00E+00
1666,2.09E-79,2.95E-07,1.00E+00
1667,1.79E-29,9.98E-01,2.44E-03
1668,0.00E+00,1.00E+00,8.07E-81
1669,1.16E-41,1.64E-04,1.00E+00
1670,0.00E+00,1.00E+00,5.52E-148
1671,0.00E+00,1.00E+00,1.75E-39
1672,1.40E-78,1.00E+00,7.94E-09
1673,3.64E-44,1.69E-15,1.00E+00
1674,1.57E-83,6.94E-01,3.06E-01
1675,1.36E-96,1.00E+00,3.04E-08
1676,0.00E+00,1.00E+00,4.73E-44
1677,1.43E-238,1.00E+00,8.60E-06
1678,8.07E-82,1.00E+00,3.82E-07
1679,7.91625799e-312,1.00E+00,1.18E-24
1680,6.37E-41,1.00E+00,1.27E-07
1681,0,1,0
1682,0.00E+00,5.68E-72,1.00E+00
1683,0.00E+00,1.00E+00,3.10E-44
1684,1.43E-293,1.00E+00,2.18E-20
1685,9.74E-47,1.60E-01,8.40E-01
1686,6.63E-27,2.11E-08,1.00E+00
1687,1.23E-75,9.80E-01,1.95E-02
1688,1.09E-190,1.00E+00,4.90E-12
1689,3.22E-104,1.80E-12,1.00E+00
1690,2.87E-49,9.89E-01,1.14E-02
1691,0.00E+00,2.37E-249,1.00E+00
1692,1.20E-106,5.64E-05,1.00E+00
1694,6.32E-21,3.94E-01,6.06E-01
1695,4.88E-200,9.13E-01,8.69E-02
1696,3.06E-40,1.00E+00,3.16E-07
1697,0.00E+00,1.00E+00,4.17E-44
1699,0.00E+00,1.00E+00,5.43E-56
1700,0.00E+00,1.39E-101,1.00E+00
1701,4.33E-184,1.00E+00,5.36E-22
1702,0.00E+00,1.00E+00,4.00E-31
1703,3.35E-82,1.23E-05,1.00E+00
1704,0.00E+00,1.49E-24,1.00E+00
1705,8.10E-121,1.00E+00,8.47E-14
1706,0.00E+00,3.06E-24,1.00E+00
1707,5.74E-28,3.92E-10,1.00E+00
1708,0.00E+00,4.51E-44,1.00E+00
1709,3.31E-65,1.00E+00,1.07E-12
1710,0,0,1
1711,4.10E-57,9.97E-01,3.15E-03
1712,1.85E-117,1.61E-01,8.39E-01
1714,0.00E+00,1.00E+00,3.48E-126
1715,7.93E-68,1.44E-03,9.99E-01
1716,1.48E-94,1.22E-01,8.78E-01
1717,0.00E+00,1.00E+00,2.74E-78
1718,3.36E-96,1.68E-07,1.00E+00
1719,8.49E-55,1.00E+00,4.65E-05
1720,1.92E-34,9.99E-01,1.11E-03
1721,9.56E-46,9.96E-01,4.31E-03
1722,1.55E-147,1.00E+00,3.65E-23
1723,8.97E-82,4.16E-04,1.00E+00
1724,0.00E+00,1.00E+00,2.22317273e-314
1725,1.29E-46,1.12E-04,1.00E+00
1726,0.00E+00,7.95E-99,1.00E+00
1727,0.00E+00,3.25E-33,1.00E+00
1728,0.00E+00,6.70E-86,1.00E+00
1729,0.00E+00,2.23E-22,1.00E+00
1730,2.53E-103,1.00E+00,6.92E-10
1731,1.15E-255,1.00E+00,1.15E-10
1732,0.00E+00,1.00E+00,7.65E-50
1733,0.00E+00,1.00E+00,1.38138331e-315
1734,0.00E+00,1.00E+00,9.42E-171
1735,4.73E-185,2.41E-03,9.98E-01
1736,6.25E-71,3.14E-02,9.69E-01
1737,6.97E-139,1.61E-10,1.00E+00
1738,7.95E-45,1.11E-06,1.00E+00
1739,0.00E+00,1.01E-141,1.00E+00
1740,0.00E+00,1.00E+00,1.07E-04
1742,1.16E-148,1.00E+00,1.27E-11
1743,4.65E-246,1.00E+00,1.72E-12
1744,0.00E+00,1.00E+00,8.61E-109
1745,2.07E-302,1.22E-40,1.00E+00
1746,0,0,1
1747,2.38E-290,1.00E+00,4.41E-19
1748,9.20E-228,2.58E-31,1.00E+00
1749,0,0,1
1750,1.08E-42,1.63E-08,1.00E+00
1751,1.25E-86,3.14E-07,1.00E+00
1752,1.81E-117,2.68E-07,1.00E+00
1753,2.11E-301,9.96E-01,3.92E-03
1754,3.59E-118,5.90E-02,9.41E-01
1755,0,0,1
1756,3.71E-145,3.10E-12,1.00E+00
1757,0.00E+00,1.00E+00,1.78E-44
1758,0.00E+00,1.00E+00,3.14E-187
1759,8.50E-124,2.64E-12,1.00E+00
1760,1.93E-227,9.99E-01,1.29E-03
1761,2.35E-55,1.37E-06,1.00E+00
1762,7.35E-25,9.71E-01,2.90E-02
1763,1.59E-62,1.06E-05,1.00E+00
1764,1.81E-224,1.00E+00,7.16E-09
1765,6.69E-86,1.54E-12,1.00E+00
1766,1.38E-67,1.00E+00,1.70E-07
1767,6.50E-95,6.18E-01,3.82E-01
1768,0.00E+00,1.64E-19,1.00E+00
1769,1.15E-190,1.00E+00,2.30E-20
1770,1.65E-64,2.35E-07,1.00E+00
1771,0.00E+00,6.50E-178,1.00E+00
1773,0,1,0
1774,9.57E-35,1.51E-02,9.85E-01
1775,0.00E+00,1.82E-88,1.00E+00
1776,2.57E-123,1.00E+00,2.00E-16
1777,5.28E-298,4.00E-14,1.00E+00
1778,8.59E-92,4.95E-07,1.00E+00
1780,0,0.07110059 ,0.92889941
1781,3.80E-106,9.99E-01,1.07E-03
1782,4.52E-56,3.39E-07,1.00E+00
1783,1.52E-48,4.00E-08,1.00E+00
1784,2.15E-84,9.78E-01,2.16E-02
1785,4.05E-89,5.16E-22,1.00E+00
1786,0.00E+00,1.00E+00,1.47E-113
1787,0.00E+00,1.00E+00,6.98E-113
1788,1.85E-222,1.00E+00,2.20E-23
1789,8.82E-243,1.00E+00,2.70E-13
1790,8.48E-156,4.78E-10,1.00E+00
1791,2.08E-140,6.23E-25,1.00E+00
1792,7.63E-89,2.99E-17,1.00E+00
1793,1.66E-64,1.00E+00,2.22E-05
1794,1.01E-97,4.42E-02,9.56E-01
1795,6.24E-74,3.17E-11,1.00E+00
1796,9.27E-70,1.55E-08,1.00E+00
1797,3.07E-127,7.77E-01,2.23E-01
1799,5.36E-138,1.00E+00,2.85E-22
1800,0,0.00520526 ,0.99479474
1801,0.00E+00,1.95E-117,1.00E+00
1802,1.11E-52,9.99E-01,6.33E-04
1803,0,1,0
1804,8.35E-32,5.33E-06,1.00E+00
1805,5.21E-193,1.00E+00,6.21E-05
1806,6.17E-187,8.71E-54,1.00E+00
1807,0.00E+00,5.89E-110,1.00E+00
1808,1.33E-105,1.00E+00,1.14E-04
1809,8.69E-46,1.00E+00,2.84E-05
1810,1.06E-306,6.33E-71,1.00E+00
1811,0.00E+00,1.00E+00,2.44E-151
1813,0.00E+00,1.00E+00,9.03E-70
1814,0.00E+00,3.03E-09,1.00E+00
1815,5.14E-91,5.97E-23,1.00E+00
1816,2.20E-87,1.22E-15,1.00E+00
1817,2.88E-173,1.00E+00,1.13E-27
1818,2.63E-63,6.29E-09,1.00E+00
1819,1.39E-77,2.87E-12,1.00E+00
1820,9.75E-87,9.94E-01,6.23E-03
1821,3.00E-58,1.35E-07,1.00E+00
1822,6.82E-71,1.00E+00,4.89E-05
1823,3.45E-75,1.00E+00,4.09E-05
1825,2.95E-231,1.00E+00,1.76E-22
1826,5.19E-127,1.00E+00,3.80E-18
1827,2.34E-29,5.33E-04,9.99E-01
1828,0,0,1
1829,1.87E-109,1.44E-04,1.00E+00
1830,1.81E-180,2.40E-19,1.00E+00
1831,5.51E-82,1.14E-13,1.00E+00
1832,1.27E-161,5.42E-05,1.00E+00
1833,7.79E-60,5.58E-03,9.94E-01
1834,3.49E-44,5.77E-01,4.23E-01
1835,2.78E-120,1.00E+00,3.84E-32
1836,0.00E+00,8.30E-32,1.00E+00
1837,2.24E-43,1.00E+00,3.49E-04
1838,8.82E-92,1.00E+00,6.28E-09
1839,1.45E-123,4.06E-04,1.00E+00
1840,0.00E+00,1.00E+00,3.45E-57
1841,8.28E-102,9.62E-01,3.84E-02
1842,4.20E-79,1.00E+00,1.17E-05
1843,0.00E+00,1.00E+00,2.34E-64
1844,3.79E-43,1.00E+00,7.18E-18
1845,0.00E+00,1.00E+00,5.06E-11
1846,2.72E-82,9.97E-01,3.44E-03
1847,4.12E-108,1.00E+00,4.04E-13
1848,2.13E-116,1.00E+00,1.00E-25
1849,3.01E-158,1.00E+00,3.09E-05
1850,2.55E-79,1.79E-02,9.82E-01
1851,0.00E+00,8.80E-05,1.00E+00
1852,5.23E-78,8.80E-01,1.20E-01
1853,0.00E+00,2.16E-56,1.00E+00
1854,5.47E-61,4.31E-21,1.00E+00
1856,2.20E-159,2.93E-06,1.00E+00
1857,2.18E-64,1.00E+00,6.50E-07
1858,9.88131292e-324,1.00E+00,8.10E-07
1859,2.68E-281,5.46E-18,1.00E+00
1860,4.57E-86,1.00E+00,3.06E-13
1861,4.85E-247,1.00E+00,3.06E-05
1862,7.40E-187,7.64E-03,9.92E-01
1863,0.00E+00,1.00E+00,4.25E-86
1864,1.95E-192,1.00E+00,7.79E-15
1865,0.00E+00,1.00E+00,5.13E-59
1866,4.27E-225,5.42E-18,1.00E+00
1867,0.00E+00,1.00E+00,8.52E-70
1868,1.45E-185,4.88E-10,1.00E+00
1869,1.50E-146,1.00E+00,5.27E-12
1870,0.00E+00,1.00E+00,1.34E-08
1871,5.31E-100,1.00E+00,2.25E-10
1872,0.00E+00,1.00E+00,1.35E-42
1873,1.83E-99,1.00E+00,1.19E-06
1874,2.25E-66,5.20E-01,4.80E-01
1875,7.92E-92,3.48E-11,1.00E+00
1876,2.74E-103,9.54E-01,4.64E-02
1877,5.54E-189,1.08E-05,1.00E+00
1878,1.73E-67,1.92E-06,1.00E+00
1879,1.30E-92,1.00E+00,4.70E-10
1880,1.98E-113,9.11E-01,8.94E-02
1881,4.20E-75,2.57E-01,7.43E-01
1882,0.00E+00,3.42E-68,1.00E+00
1883,3.69E-99,3.59E-01,6.41E-01
1884,1.94E-46,1.00E+00,3.34E-04
1885,7.88E-59,2.17E-24,1.00E+00
1886,0.00E+00,3.08E-250,1.00E+00
1887,0.00E+00,1.00E+00,7.21E-39
1888,0.00E+00,3.72E-239,1.00E+00
1890,0.00E+00,1.00E+00,3.34E-56
1891,0.00E+00,4.51E-47,1.00E+00
1892,7.57E-48,8.88E-01,1.12E-01
1893,2.89E-51,1.00E+00,3.24E-06
1894,1.00060552e-315,1.17E-260,1.00E+00
1895,4.96E-82,1.00E+00,1.33E-04
1896,5.63E-281,1.00E+00,3.92E-24
1897,1.73E-76,2.47E-04,1.00E+00
1898,3.30E-111,3.13E-25,1.00E+00
1899,9.86E-85,9.98E-01,2.19E-03
1900,0.00E+00,4.11E-132,1.00E+00
1901,0.00E+00,1.70E-44,1.00E+00
1902,0.00E+00,1.00E+00,1.09E-141
1903,9.55E-258,1.00E+00,6.08E-21
1904,3.03E-190,1.00E+00,2.21E-14
1905,7.39E-258,1.00E+00,1.63E-12
1906,1.40E-170,1.00E+00,3.24E-15
1907,7.27E-57,1.00E+00,2.82E-06
1908,1.20E-183,1.00E+00,1.81E-15
1909,0.00E+00,2.88E-27,1.00E+00
1910,1.06E-107,1.00E+00,4.88E-15
1911,0.00E+00,1.00E+00,1.40E-259
1912,6.19E-24,1.72E-02,9.83E-01
1913,7.27E-128,1.00E+00,1.59E-15
1914,1.08E-121,1.78E-19,1.00E+00
1915,2.47E-93,2.11E-10,1.00E+00
1916,3.07E-120,3.00E-17,1.00E+00
1917,0.00E+00,1.00E+00,4.87E-239
1918,2.53E-52,1.16E-01,8.84E-01
1919,0.00E+00,1.00E+00,9.72E-27
1920,8.61E-176,1.00E+00,8.46E-09
1921,2.60E-102,1.23E-07,1.00E+00
1922,1.10E-216,1.07E-24,1.00E+00
1923,6.47E-52,2.51E-04,1.00E+00
